"chr" "annot" "type" "start" "end" "name" "Fe" "Cu" "Zn" "Mn" "N"
"284" "Chr2" "TAIR10" "gene" 6743613 6744830 "AT2G15440" NA 1 NA NA NA
"285" "Chr2" "TAIR10" "gene" 6747536 6749256 "AT2G15450" NA 1 NA NA NA
"286" "Chr2" "TAIR10" "gene" 6750934 6752647 "AT2G15460" NA 1 NA NA NA
"287" "Chr2" "TAIR10" "gene" 6754330 6756051 "AT2G15470" NA 1 NA NA NA
"288" "Chr3" "TAIR10" "gene" 5364081 5372293 "AT3G15880" NA 1 NA NA NA
"289" "Chr3" "TAIR10" "gene" 5374248 5376275 "AT3G15890" NA 1 NA NA NA
"290" "Chr3" "TAIR10" "gene" 5376251 5377179 "AT3G15900" NA 1 NA NA NA
"291" "Chr3" "TAIR10" "gene" 5381603 5381740 "AT3G15909" NA 1 NA NA NA
"292" "Chr3" "TAIR10" "gene" 5382061 5383069 "AT3G15910" NA 1 NA NA NA
"293" "Chr3" "TAIR10" "gene" 5383596 5387009 "AT3G15920" NA 1 NA NA NA
"294" "Chr3" "TAIR10" "gene" 5364081 5372293 "AT3G15880" NA 1 NA NA NA
"295" "Chr3" "TAIR10" "gene" 5374248 5376275 "AT3G15890" NA 1 NA NA NA
"296" "Chr3" "TAIR10" "gene" 5376251 5377179 "AT3G15900" NA 1 NA NA NA
"297" "Chr3" "TAIR10" "gene" 5381603 5381740 "AT3G15909" NA 1 NA NA NA
"298" "Chr3" "TAIR10" "gene" 5382061 5383069 "AT3G15910" NA 1 NA NA NA
"299" "Chr3" "TAIR10" "gene" 5383596 5387009 "AT3G15920" NA 1 NA NA NA
"300" "Chr3" "TAIR10" "gene" 5387444 5389690 "AT3G15930" NA 1 NA NA NA
"301" "Chr3" "TAIR10" "gene" 15601868 15603888 "AT3G43700" NA 1 NA NA NA
"302" "Chr3" "TAIR10" "gene" 15605608 15606744 "AT3G43710" NA 1 NA NA NA
"303" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"304" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"305" "Chr3" "TAIR10" "gene" 15601868 15603888 "AT3G43700" NA 1 NA NA NA
"306" "Chr3" "TAIR10" "gene" 15605608 15606744 "AT3G43710" NA 1 NA NA NA
"307" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"308" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"309" "Chr3" "TAIR10" "gene" 15601868 15603888 "AT3G43700" NA 1 NA NA NA
"310" "Chr3" "TAIR10" "gene" 15605608 15606744 "AT3G43710" NA 1 NA NA NA
"311" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"312" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"313" "Chr3" "TAIR10" "gene" 15601868 15603888 "AT3G43700" NA 1 NA NA NA
"314" "Chr3" "TAIR10" "gene" 15605608 15606744 "AT3G43710" NA 1 NA NA NA
"315" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"316" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"317" "Chr3" "TAIR10" "gene" 15605608 15606744 "AT3G43710" NA 1 NA NA NA
"318" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"319" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"320" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"321" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"322" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"323" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"324" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"325" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"326" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"327" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"328" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"329" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"330" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"331" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"332" "Chr3" "TAIR10" "gene" 15615386 15617149 "AT3G43720" NA 1 NA NA NA
"333" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"334" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"335" "Chr3" "TAIR10" "gene" 15620912 15621007 "AT3G43722" NA 1 NA NA NA
"336" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"337" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"338" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"339" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"340" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"341" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"342" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"343" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"344" "Chr3" "TAIR10" "gene" 15646460 15647566 "AT3G43750" NA 1 NA NA NA
"345" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"346" "Chr3" "TAIR10" "gene" 15646460 15647566 "AT3G43750" NA 1 NA NA NA
"347" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"348" "Chr3" "TAIR10" "gene" 15646460 15647566 "AT3G43750" NA 1 NA NA NA
"349" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"350" "Chr3" "TAIR10" "gene" 15646460 15647566 "AT3G43750" NA 1 NA NA NA
"351" "Chr3" "TAIR10" "gene" 15644054 15645662 "AT3G43740" NA 1 NA NA NA
"352" "Chr3" "TAIR10" "gene" 15646460 15647566 "AT3G43750" NA 1 NA NA NA
"353" "Chr3" "TAIR10" "gene" 15655384 15660086 "AT3G43790" NA 1 NA NA NA
"354" "Chr3" "TAIR10" "gene" 15660859 15661925 "AT3G43800" NA 1 NA NA NA
"355" "Chr3" "TAIR10" "gene" 15664371 15666460 "AT3G43810" NA 1 NA NA NA
"356" "Chr3" "TAIR10" "gene" 15655384 15660086 "AT3G43790" NA 1 NA NA NA
"357" "Chr3" "TAIR10" "gene" 15660859 15661925 "AT3G43800" NA 1 NA NA NA
"358" "Chr3" "TAIR10" "gene" 15664371 15666460 "AT3G43810" NA 1 NA NA NA
"359" "Chr3" "TAIR10" "gene" 15655384 15660086 "AT3G43790" NA 1 NA NA NA
"360" "Chr3" "TAIR10" "gene" 15660859 15661925 "AT3G43800" NA 1 NA NA NA
"361" "Chr3" "TAIR10" "gene" 15664371 15666460 "AT3G43810" NA 1 NA NA NA
"362" "Chr3" "TAIR10" "gene" 15655384 15660086 "AT3G43790" NA 1 NA NA NA
"363" "Chr3" "TAIR10" "gene" 15660859 15661925 "AT3G43800" NA 1 NA NA NA
"364" "Chr3" "TAIR10" "gene" 15664371 15666460 "AT3G43810" NA 1 NA NA NA
"365" "Chr3" "TAIR10" "gene" 16564881 16566330 "AT3G45220" NA 1 NA NA NA
"366" "Chr3" "TAIR10" "gene" 16569051 16569827 "AT3G45230" NA 1 NA NA NA
"367" "Chr3" "TAIR10" "gene" 16570478 16573762 "AT3G45240" NA 1 NA NA NA
"368" "Chr3" "TAIR10" "gene" 16570478 16573762 "AT3G45242" NA 1 NA NA NA
"369" "Chr3" "TAIR10" "gene" 16575823 16576173 "AT3G45243" NA 1 NA NA NA
"370" "Chr4" "TAIR10" "gene" 11741855 11743318 "AT4G22190" NA 1 NA NA NA
"371" "Chr4" "TAIR10" "gene" 11746513 11750698 "AT4G22200" NA 1 NA NA NA
"372" "Chr4" "TAIR10" "gene" 11752468 11752816 "AT4G22210" NA 1 NA NA NA
"373" "Chr4" "TAIR10" "gene" 11753986 11754688 "AT4G22212" NA 1 NA NA NA
"374" "Chr4" "TAIR10" "gene" 11755310 11756195 "AT4G22214" NA 1 NA NA NA
"375" "Chr4" "TAIR10" "gene" 11758608 11759072 "AT4G22217" NA 1 NA NA NA
"376" "Chr4" "TAIR10" "gene" 11759155 11760960 "AT4G22220" NA 1 NA NA NA
"377" "Chr4" "TAIR10" "gene" 14979246 14979521 "AT4G30740" NA 1 NA NA NA
"378" "Chr4" "TAIR10" "gene" 14981186 14982354 "AT4G30750" NA 1 NA NA NA
"379" "Chr4" "TAIR10" "gene" 14982522 14983421 "AT4G30760" NA 1 NA NA NA
"380" "Chr4" "TAIR10" "gene" 14985641 14986872 "AT4G30770" NA 1 NA NA NA
"381" "Chr4" "TAIR10" "gene" 14990341 14993069 "AT4G30780" NA 1 NA NA NA
"382" "Chr4" "TAIR10" "gene" 14993086 14997785 "AT4G30790" NA 1 NA NA NA
"383" "Chr5" "TAIR10" "gene" 13197652 13197999 "AT5G34881" NA 1 NA NA NA
"384" "Chr5" "TAIR10" "gene" 13195705 13196052 "AT5G34882" NA 1 NA NA NA
"385" "Chr5" "TAIR10" "gene" 13199598 13199945 "AT5G34883" NA 1 NA NA NA
"386" "Chr5" "TAIR10" "gene" 13201475 13202185 "AT5G34885" NA 1 NA NA NA
"387" "Chr5" "TAIR10" "gene" 13203494 13203841 "AT5G34887" NA 1 NA NA NA
"388" "Chr5" "TAIR10" "gene" 13197652 13197999 "AT5G34881" NA 1 NA NA NA
"389" "Chr5" "TAIR10" "gene" 13195705 13196052 "AT5G34882" NA 1 NA NA NA
"390" "Chr5" "TAIR10" "gene" 13199598 13199945 "AT5G34883" NA 1 NA NA NA
"391" "Chr5" "TAIR10" "gene" 13201475 13202185 "AT5G34885" NA 1 NA NA NA
"392" "Chr5" "TAIR10" "gene" 13203494 13203841 "AT5G34887" NA 1 NA NA NA
"393" "Chr5" "TAIR10" "gene" 14651012 14652286 "AT5G37070" NA 1 NA NA NA
"394" "Chr5" "TAIR10" "gene" 14651012 14652286 "AT5G37070" NA 1 NA NA NA
"395" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"396" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"397" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"398" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA
"399" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"400" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA
"401" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"402" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA
"403" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"404" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA
"405" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"406" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA
"407" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"408" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA
"409" "Chr5" "TAIR10" "gene" 14681378 14686684 "AT5G37130" NA 1 NA NA NA
"410" "Chr5" "TAIR10" "gene" 14690436 14692851 "AT5G37140" NA 1 NA NA NA
"411" "Chr5" "TAIR10" "gene" 19417031 19418546 "AT5G47950" NA 1 NA NA NA
"412" "Chr5" "TAIR10" "gene" 19421384 19422533 "AT5G47960" NA 1 NA NA NA
"413" "Chr5" "TAIR10" "gene" 19422203 19425811 "AT5G47970" NA 1 NA NA NA
"414" "Chr5" "TAIR10" "gene" 19428888 19430476 "AT5G47980" NA 1 NA NA NA
"415" "Chr5" "TAIR10" "gene" 19507902 19514854 "AT5G48120" NA 1 NA NA NA
"416" "Chr5" "TAIR10" "gene" 19516102 19518513 "AT5G48130" NA 1 NA NA NA
"417" "Chr5" "TAIR10" "gene" 19518770 19520528 "AT5G48140" NA 1 NA NA NA
"418" "Chr5" "TAIR10" "gene" 19522255 19524698 "AT5G48150" NA 1 NA NA NA
"419" "Chr5" "TAIR10" "gene" 19527833 19530316 "AT5G48160" NA 1 NA NA NA
"420" "Chr5" "TAIR10" "gene" 19532537 19533265 "AT5G48170" NA 1 NA NA NA
"421" "Chr5" "TAIR10" "gene" 19516102 19518513 "AT5G48130" NA 1 NA NA NA
"422" "Chr5" "TAIR10" "gene" 19518770 19520528 "AT5G48140" NA 1 NA NA NA
"423" "Chr5" "TAIR10" "gene" 19522255 19524698 "AT5G48150" NA 1 NA NA NA
"424" "Chr5" "TAIR10" "gene" 19527833 19530316 "AT5G48160" NA 1 NA NA NA
"425" "Chr5" "TAIR10" "gene" 19532537 19533265 "AT5G48170" NA 1 NA NA NA
"426" "Chr5" "TAIR10" "gene" 19516102 19518513 "AT5G48130" NA 1 NA NA NA
"427" "Chr5" "TAIR10" "gene" 19518770 19520528 "AT5G48140" NA 1 NA NA NA
"428" "Chr5" "TAIR10" "gene" 19522255 19524698 "AT5G48150" NA 1 NA NA NA
"429" "Chr5" "TAIR10" "gene" 19527833 19530316 "AT5G48160" NA 1 NA NA NA
"430" "Chr5" "TAIR10" "gene" 19532537 19533265 "AT5G48170" NA 1 NA NA NA
"431" "Chr5" "TAIR10" "gene" 19522255 19524698 "AT5G48150" NA 1 NA NA NA
"432" "Chr5" "TAIR10" "gene" 19527833 19530316 "AT5G48160" NA 1 NA NA NA
"433" "Chr5" "TAIR10" "gene" 19532537 19533265 "AT5G48170" NA 1 NA NA NA
"434" "Chr5" "TAIR10" "gene" 19539158 19539781 "AT5G48175" NA 1 NA NA NA
"435" "Chr5" "TAIR10" "gene" 19540937 19542426 "AT5G48180" NA 1 NA NA NA
"436" "Chr5" "TAIR10" "gene" 19522255 19524698 "AT5G48150" NA 1 NA NA NA
"437" "Chr5" "TAIR10" "gene" 19527833 19530316 "AT5G48160" NA 1 NA NA NA
"438" "Chr5" "TAIR10" "gene" 19532537 19533265 "AT5G48170" NA 1 NA NA NA
"439" "Chr5" "TAIR10" "gene" 19539158 19539781 "AT5G48175" NA 1 NA NA NA
"440" "Chr5" "TAIR10" "gene" 19540937 19542426 "AT5G48180" NA 1 NA NA NA
"441" "Chr5" "TAIR10" "gene" 19522255 19524698 "AT5G48150" NA 1 NA NA NA
"442" "Chr5" "TAIR10" "gene" 19527833 19530316 "AT5G48160" NA 1 NA NA NA
"443" "Chr5" "TAIR10" "gene" 19532537 19533265 "AT5G48170" NA 1 NA NA NA
"444" "Chr5" "TAIR10" "gene" 19539158 19539781 "AT5G48175" NA 1 NA NA NA
"445" "Chr5" "TAIR10" "gene" 19540937 19542426 "AT5G48180" NA 1 NA NA NA
"446" "Chr5" "TAIR10" "gene" 21859148 21860672 "AT5G53840" NA 1 NA NA NA
"447" "Chr5" "TAIR10" "gene" 21860997 21864973 "AT5G53850" NA 1 NA NA NA
"448" "Chr5" "TAIR10" "gene" 21865268 21868948 "AT5G53860" NA 1 NA NA NA
"449" "Chr5" "TAIR10" "gene" 21869864 21871284 "AT5G53870" NA 1 NA NA NA
"450" "Chr5" "TAIR10" "gene" 21872794 21873303 "AT5G53880" NA 1 NA NA NA
"451" "Chr5" "TAIR10" "gene" 21876861 21880461 "AT5G53890" NA 1 NA NA NA
"452" "Chr5" "TAIR10" "gene" 22284581 22287206 "AT5G54860" NA 1 NA NA NA
"453" "Chr5" "TAIR10" "gene" 22287626 22287697 "AT5G54865" NA 1 NA NA NA
"454" "Chr5" "TAIR10" "gene" 22289135 22291799 "AT5G54870" NA 1 NA NA NA
"455" "Chr5" "TAIR10" "gene" 22291886 22293300 "AT5G54880" NA 1 NA NA NA
"456" "Chr5" "TAIR10" "gene" 22293325 22295144 "AT5G54890" NA 1 NA NA NA
"457" "Chr5" "TAIR10" "gene" 22295383 22298346 "AT5G54900" NA 1 NA NA NA
"458" "Chr5" "TAIR10" "gene" 22298557 22301719 "AT5G54910" NA 1 NA NA NA
"459" "Chr5" "TAIR10" "gene" 22302001 22305795 "AT5G54920" NA 1 NA NA NA
"460" "Chr5" "TAIR10" "gene" 22305733 22307564 "AT5G54930" NA 1 NA NA NA
"461" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA
"462" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA
"463" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA
"464" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA
"465" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA
"466" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA
"467" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA
"468" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA
"469" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA
"470" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA
"471" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA
"472" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA
"473" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA
"474" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA
"475" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA
"476" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA
"477" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA
"478" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA
"479" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA
"480" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA
"481" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA
"482" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA
"483" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA
"484" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA
"485" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA
"486" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA
"487" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA
"488" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA
"489" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA
"490" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA
"491" "Chr4" "TAIR10" "gene" 9685178 9686928 "AT4G17310" NA NA 1 NA NA
"492" "Chr4" "TAIR10" "gene" 9688888 9697578 "AT4G17330" NA NA 1 NA NA
"493" "Chr4" "TAIR10" "gene" 9699253 9700410 "AT4G17340" NA NA 1 NA NA
"494" "Chr4" "TAIR10" "gene" 9701132 9703574 "AT4G17350" NA NA 1 NA NA
"495" "Chr4" "TAIR10" "gene" 9703547 9705468 "AT4G17360" NA NA 1 NA NA
"496" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"497" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"498" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"499" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"500" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"501" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"502" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"503" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"504" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"505" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"506" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"507" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"508" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"509" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"510" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"511" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"512" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"513" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"514" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"515" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"516" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"517" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"518" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"519" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"520" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"521" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"522" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"523" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"524" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"525" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"526" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"527" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"528" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"529" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"530" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"531" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"532" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"533" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"534" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"535" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"536" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"537" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"538" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"539" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"540" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"541" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"542" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"543" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"544" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"545" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"546" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"547" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"548" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"549" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"550" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"551" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"552" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"553" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"554" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"555" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"556" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"557" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"558" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"559" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"560" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"561" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"562" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
"563" "Chr4" "TAIR10" "gene" 10391965 10393991 "AT4G18975" NA NA 1 NA NA
"564" "Chr4" "TAIR10" "gene" 10398918 10399512 "AT4G18980" NA NA 1 NA NA
"565" "Chr4" "TAIR10" "gene" 10401910 10404248 "AT4G18990" NA NA 1 NA NA
"566" "Chr4" "TAIR10" "gene" 10382856 10388539 "AT4G18960" NA NA 1 NA NA
"567" "Chr4" "TAIR10" "gene" 10388722 10390991 "AT4G18970" NA NA 1 NA NA
