"chr" "annot" "type" "start" "end" "name" "Fe" "Cu" "Zn" "Mn" "N" "C" "Mg" "Na" "Comp1"
"244" "Chr2" "TAIR10" "gene" 15581386 15585186 "AT2G37080" NA NA NA NA NA NA 1 NA NA
"245" "Chr2" "TAIR10" "gene" 15587394 15589257 "AT2G37090" NA NA NA NA NA NA 1 NA NA
"246" "Chr3" "TAIR10" "gene" 16251834 16253535 "AT3G44710" NA NA NA NA NA NA 1 NA NA
"247" "Chr3" "TAIR10" "gene" 16260205 16262484 "AT3G44713" NA NA NA NA NA NA 1 NA NA
"248" "Chr3" "TAIR10" "gene" 16263200 16264261 "AT3G44716" NA NA NA NA NA NA 1 NA NA
"249" "Chr3" "TAIR10" "gene" 16266111 16266314 "AT3G44718" NA NA NA NA NA NA 1 NA NA
"250" "Chr3" "TAIR10" "gene" 16271652 16273344 "AT3G44720" NA NA NA NA NA NA 1 NA NA
"251" "Chr3" "TAIR10" "gene" 17123739 17126691 "AT3G46510" NA NA NA NA NA NA 1 NA NA
"252" "Chr3" "TAIR10" "gene" 17128263 17130210 "AT3G46520" NA NA NA NA NA NA 1 NA NA
"253" "Chr3" "TAIR10" "gene" 17130367 17133338 "AT3G46530" NA NA NA NA NA NA 1 NA NA
"254" "Chr3" "TAIR10" "gene" 17134091 17135587 "AT3G46540" NA NA NA NA NA NA 1 NA NA
"255" "Chr3" "TAIR10" "gene" 17136456 17137874 "AT3G46550" NA NA NA NA NA NA 1 NA NA
"256" "Chr3" "TAIR10" "gene" 17138587 17139512 "AT3G46560" NA NA NA NA NA NA 1 NA NA
"257" "Chr4" "TAIR10" "gene" 9164080 9164633 "AT4G16165" NA NA NA NA NA NA 1 NA NA
"258" "Chr4" "TAIR10" "gene" 9165273 9170435 "AT4G16180" NA NA NA NA NA NA 1 NA NA
"259" "Chr4" "TAIR10" "gene" 9171467 9173105 "AT4G16190" NA NA NA NA NA NA 1 NA NA
"260" "Chr4" "TAIR10" "gene" 9173165 9173650 "AT4G16195" NA NA NA NA NA NA 1 NA NA
"261" "Chr4" "TAIR10" "gene" 9175649 9176565 "AT4G16200" NA NA NA NA NA NA 1 NA NA
"262" "Chr4" "TAIR10" "gene" 9176673 9178048 "AT4G16210" NA NA NA NA NA NA 1 NA NA
"263" "Chr4" "TAIR10" "gene" 9179244 9179833 "AT4G16215" NA NA NA NA NA NA 1 NA NA
"264" "Chr4" "TAIR10" "gene" 9182283 9183922 "AT4G16220" NA NA NA NA NA NA 1 NA NA
"265" "Chr4" "TAIR10" "gene" 13018214 13019121 "AT4G25480" NA NA NA NA NA NA 1 NA NA
"266" "Chr4" "TAIR10" "gene" 13021780 13022725 "AT4G25490" NA NA NA NA NA NA 1 NA NA
"267" "Chr4" "TAIR10" "gene" 13024571 13027484 "AT4G25500" NA NA NA NA NA NA 1 NA NA
"268" "Chr4" "TAIR10" "gene" 13027443 13028036 "AT4G25510" NA NA NA NA NA NA 1 NA NA
"269" "Chr4" "TAIR10" "gene" 13028219 13031799 "AT4G25515" NA NA NA NA NA NA 1 NA NA
"270" "Chr4" "TAIR10" "gene" 13032178 13036213 "AT4G25520" NA NA NA NA NA NA 1 NA NA
"271" "Chr4" "TAIR10" "gene" 13038360 13042443 "AT4G25530" NA NA NA NA NA NA 1 NA NA
"272" "Chr1" "TAIR10" "gene" 16184209 16184523 "AT1G43040" NA NA NA NA NA NA NA 1 NA
"273" "Chr1" "TAIR10" "gene" 16739261 16741513 "AT1G44050" NA NA NA NA NA NA NA 1 NA
"274" "Chr2" "TAIR10" "gene" 1698466 1701271 "AT2G04842" NA NA NA NA NA NA NA 1 NA
"275" "Chr2" "TAIR10" "gene" 1702221 1704003 "AT2G04845" NA NA NA NA NA NA NA 1 NA
"276" "Chr2" "TAIR10" "gene" 1704283 1705778 "AT2G04850" NA NA NA NA NA NA NA 1 NA
"277" "Chr2" "TAIR10" "gene" 1705148 1706465 "AT2G04852" NA NA NA NA NA NA NA 1 NA
"278" "Chr2" "TAIR10" "gene" 1706787 1708865 "AT2G04860" NA NA NA NA NA NA NA 1 NA
"279" "Chr2" "TAIR10" "gene" 1711596 1714877 "AT2G04865" NA NA NA NA NA NA NA 1 NA
"280" "Chr2" "TAIR10" "gene" 1716168 1716386 "AT2G04870" NA NA NA NA NA NA NA 1 NA
"281" "Chr2" "TAIR10" "gene" 1717888 1720526 "AT2G04880" NA NA NA NA NA NA NA 1 NA
"282" "Chr2" "TAIR10" "gene" 1720361 1722604 "AT2G04890" NA NA NA NA NA NA NA 1 NA
"283" "Chr2" "TAIR10" "gene" 6143073 6147419 "AT2G14440" NA NA NA NA NA NA NA 1 NA
"284" "Chr2" "TAIR10" "gene" 6154493 6155004 "AT2G14460" NA NA NA NA NA NA NA 1 NA
"285" "Chr2" "TAIR10" "gene" 6166936 6167979 "AT2G14500" NA NA NA NA NA NA NA 1 NA
"286" "Chr2" "TAIR10" "gene" 10229385 10231563 "AT2G24060" NA NA NA NA NA NA NA 1 NA
"287" "Chr2" "TAIR10" "gene" 10231682 10235476 "AT2G24070" NA NA NA NA NA NA NA 1 NA
"288" "Chr2" "TAIR10" "gene" 10237604 10238779 "AT2G24080" NA NA NA NA NA NA NA 1 NA
"289" "Chr2" "TAIR10" "gene" 10241964 10243614 "AT2G24090" NA NA NA NA NA NA NA 1 NA
"290" "Chr2" "TAIR10" "gene" 10244886 10246919 "AT2G24100" NA NA NA NA NA NA NA 1 NA
"291" "Chr2" "TAIR10" "gene" 10247206 10247462 "AT2G24103" NA NA NA NA NA NA NA 1 NA
"292" "Chr2" "TAIR10" "gene" 10248911 10254641 "AT2G24120" NA NA NA NA NA NA NA 1 NA
"293" "Chr2" "TAIR10" "gene" 11205389 11206287 "AT2G26320" NA NA NA NA NA NA NA 1 NA
"294" "Chr2" "TAIR10" "gene" 11208183 11213971 "AT2G26330" NA NA NA NA NA NA NA 1 NA
"295" "Chr2" "TAIR10" "gene" 11215252 11217033 "AT2G26340" NA NA NA NA NA NA NA 1 NA
"296" "Chr2" "TAIR10" "gene" 11217439 11220507 "AT2G26350" NA NA NA NA NA NA NA 1 NA
"297" "Chr2" "TAIR10" "gene" 11220708 11221535 "AT2G26355" NA NA NA NA NA NA NA 1 NA
"298" "Chr2" "TAIR10" "gene" 11221516 11223213 "AT2G26360" NA NA NA NA NA NA NA 1 NA
"299" "Chr2" "TAIR10" "gene" 11224565 11226214 "AT2G26370" NA NA NA NA NA NA NA 1 NA
"300" "Chr3" "TAIR10" "gene" 16188129 16192175 "AT3G44610" NA NA NA NA NA NA NA 1 NA
"301" "Chr3" "TAIR10" "gene" 16193829 16195833 "AT3G44620" NA NA NA NA NA NA NA 1 NA
"302" "Chr3" "TAIR10" "gene" 16195955 16201225 "AT3G44630" NA NA NA NA NA NA NA 1 NA
"303" "Chr5" "TAIR10" "gene" 15032508 15032581 "AT5G37795" NA NA NA NA NA NA NA 1 NA
"304" "Chr5" "TAIR10" "gene" 15036197 15037574 "AT5G37800" NA NA NA NA NA NA NA 1 NA
"305" "Chr1" "TAIR10" "gene" 13051410 13055014 "AT1G35470" NA NA NA NA NA NA NA NA 1
"306" "Chr1" "TAIR10" "gene" 13061638 13063450 "AT1G35490" NA NA NA NA NA NA NA NA 1
"307" "Chr1" "TAIR10" "gene" 13066087 13066596 "AT1G35500" NA NA NA NA NA NA NA NA 1
"308" "Chr1" "TAIR10" "gene" 13067251 13067335 "AT1G35501" NA NA NA NA NA NA NA NA 1
"309" "Chr1" "TAIR10" "gene" 13071165 13074949 "AT1G35510" NA NA NA NA NA NA NA NA 1
"310" "Chr1" "TAIR10" "gene" 13433919 13434340 "AT1G36020" NA NA NA NA NA NA NA NA 1
"311" "Chr1" "TAIR10" "gene" 13436586 13436828 "AT1G36030" NA NA NA NA NA NA NA NA 1
"312" "Chr1" "TAIR10" "gene" 13450204 13453683 "AT1G36050" NA NA NA NA NA NA NA NA 1
"313" "Chr1" "TAIR10" "gene" 29749112 29753307 "AT1G79090" NA NA NA NA NA NA NA NA 1
"314" "Chr1" "TAIR10" "gene" 29753648 29754388 "AT1G79100" NA NA NA NA NA NA NA NA 1
"315" "Chr1" "TAIR10" "gene" 29759157 29760704 "AT1G79110" NA NA NA NA NA NA NA NA 1
"316" "Chr1" "TAIR10" "gene" 29764089 29768789 "AT1G79120" NA NA NA NA NA NA NA NA 1
"317" "Chr1" "TAIR10" "gene" 29771278 29771887 "AT1G79130" NA NA NA NA NA NA NA NA 1
"318" "Chr2" "TAIR10" "gene" 11311004 11315096 "AT2G26590" NA NA NA NA NA NA NA NA 1
"319" "Chr2" "TAIR10" "gene" 11316412 11318483 "AT2G26600" NA NA NA NA NA NA NA NA 1
"320" "Chr2" "TAIR10" "gene" 11318771 11324174 "AT2G26610" NA NA NA NA NA NA NA NA 1
"321" "Chr2" "TAIR10" "gene" 11325163 11326835 "AT2G26620" NA NA NA NA NA NA NA NA 1
"322" "Chr2" "TAIR10" "gene" 11329870 11331858 "AT2G26640" NA NA NA NA NA NA NA NA 1
"323" "Chr2" "TAIR10" "gene" 11331850 11336607 "AT2G26650" NA NA NA NA NA NA NA NA 1
"324" "Chr3" "TAIR10" "gene" 2534887 2538372 "AT3G07960" NA NA NA NA NA NA NA NA 1
"325" "Chr3" "TAIR10" "gene" 2541006 2543432 "AT3G07970" NA NA NA NA NA NA NA NA 1
"326" "Chr3" "TAIR10" "gene" 2543616 2551225 "AT3G07980" NA NA NA NA NA NA NA NA 1
"327" "Chr3" "TAIR10" "gene" 2552477 2554921 "AT3G07990" NA NA NA NA NA NA NA NA 1
"328" "Chr3" "TAIR10" "gene" 2554829 2555929 "AT3G08000" NA NA NA NA NA NA NA NA 1
"329" "Chr4" "TAIR10" "gene" 6619817 6623351 "AT4G10760" NA NA NA NA NA NA NA NA 1
"330" "Chr4" "TAIR10" "gene" 6627036 6627522 "AT4G10767" NA NA NA NA NA NA NA NA 1
"331" "Chr4" "TAIR10" "gene" 6628404 6632599 "AT4G10770" NA NA NA NA NA NA NA NA 1
"332" "Chr4" "TAIR10" "gene" 6634779 6637457 "AT4G10780" NA NA NA NA NA NA NA NA 1
"333" "Chr4" "TAIR10" "gene" 6640599 6643062 "AT4G10790" NA NA NA NA NA NA NA NA 1
"334" "Chr4" "TAIR10" "gene" 7933861 7936565 "AT4G13630" NA NA NA NA NA NA NA NA 1
"335" "Chr4" "TAIR10" "gene" 7936592 7938645 "AT4G13640" NA NA NA NA NA NA NA NA 1
"336" "Chr4" "TAIR10" "gene" 7938967 7942898 "AT4G13650" NA NA NA NA NA NA NA NA 1
"337" "Chr4" "TAIR10" "gene" 7946155 7948376 "AT4G13660" NA NA NA NA NA NA NA NA 1
"338" "Chr4" "TAIR10" "gene" 7948579 7950903 "AT4G13670" NA NA NA NA NA NA NA NA 1
"339" "Chr4" "TAIR10" "gene" 7951491 7952781 "AT4G13680" NA NA NA NA NA NA NA NA 1
"340" "Chr4" "TAIR10" "gene" 7953352 7955769 "AT4G13690" NA NA NA NA NA NA NA NA 1
"341" "Chr4" "TAIR10" "gene" 15188748 15191217 "AT4G31300" NA NA NA NA NA NA NA NA 1
"342" "Chr4" "TAIR10" "gene" 15191325 15192596 "AT4G31310" NA NA NA NA NA NA NA NA 1
"343" "Chr4" "TAIR10" "gene" 15193993 15194562 "AT4G31320" NA NA NA NA NA NA NA NA 1
"344" "Chr4" "TAIR10" "gene" 15202296 15203431 "AT4G31330" NA NA NA NA NA NA NA NA 1
"345" "Chr4" "TAIR10" "gene" 15205480 15209601 "AT4G31340" NA NA NA NA NA NA NA NA 1
