"chr" "annot" "type" "start" "end" "name" "Fe" "Cu" "Zn" "Mn" "N" "C" "Mg" "Na" "Comp1"
"244" "Chr4" "TAIR10" "gene" 17221996 17225016 "AT4G36490" NA NA NA NA NA NA NA NA 1
"245" "Chr5" "TAIR10" "gene" 809948 813228 "AT5G03340" NA NA NA NA NA NA NA NA 1
"246" "Chr5" "TAIR10" "gene" 814085 815619 "AT5G03345" NA NA NA NA NA NA NA NA 1
"247" "Chr5" "TAIR10" "gene" 815674 816658 "AT5G03350" NA NA NA NA NA NA NA NA 1
"248" "Chr5" "TAIR10" "gene" 817864 825149 "AT5G03360" NA NA NA NA NA NA NA NA 1
"249" "Chr5" "TAIR10" "gene" 825573 827043 "AT5G03370" NA NA NA NA NA NA NA NA 1
"250" "Chr5" "TAIR10" "gene" 3021952 3024756 "AT5G09740" NA NA NA NA NA NA NA NA 1
"251" "Chr5" "TAIR10" "gene" 3026401 3027075 "AT5G09750" NA NA NA NA NA NA NA NA 1
"252" "Chr5" "TAIR10" "gene" 3030817 3030889 "AT5G09755" NA NA NA NA NA NA NA NA 1
"253" "Chr5" "TAIR10" "gene" 3032375 3034543 "AT5G09760" NA NA NA NA NA NA NA NA 1
"254" "Chr5" "TAIR10" "gene" 3035040 3036561 "AT5G09770" NA NA NA NA NA NA NA NA 1
"255" "Chr5" "TAIR10" "gene" 3036956 3038484 "AT5G09780" NA NA NA NA NA NA NA NA 1
"256" "Chr5" "TAIR10" "gene" 3038978 3041044 "AT5G09790" NA NA NA NA NA NA NA NA 1
"257" "Chr5" "TAIR10" "gene" 9261580 9267729 "AT5G26570" NA NA NA NA NA NA NA NA 1
"258" "Chr5" "TAIR10" "gene" 9269282 9270254 "AT5G26594" NA NA NA NA NA NA NA NA 1
"259" "Chr5" "TAIR10" "gene" 9275947 9278596 "AT5G26667" NA NA NA NA NA NA NA NA 1
"260" "Chr5" "TAIR10" "gene" 9279309 9279611 "AT5G26673" NA NA NA NA NA NA NA NA 1
"261" "Chr5" "TAIR10" "gene" 19422203 19425811 "AT5G47970" NA NA NA NA NA NA NA NA 1
"262" "Chr5" "TAIR10" "gene" 19428888 19430476 "AT5G47980" NA NA NA NA NA NA NA NA 1
"263" "Chr5" "TAIR10" "gene" 19434827 19436689 "AT5G47990" NA NA NA NA NA NA NA NA 1
